"ProbeID","Expression"
"1553181_at",1.930170961
"1553183_at",1.786560804
"1553185_at",7.845936486
"1553186_x_at",7.117009455
"1553188_s_at",1.919754387
"1553190_s_at",2.806044452
"1553191_at",1.688322702
"1553192_at",2.974514995
"1553193_at",3.586190394
"1553194_at",2.237811675
"1553196_a_at",3.124815938
"1553197_at",1.460137539
"1553199_at",3.793811546
"1553202_at",1.887054883
"1553204_at",2.646424054
"1553205_at",2.321177142
"1553207_at",1.986474217
"1553208_s_at",2.160653406
"1553209_at",2.183722306
"1553211_at",1.391739933
"1553212_at",3.776281304
"1553213_a_at",1.379545149
"1553214_a_at",2.488874962
"1553215_s_at",2.098467914
"1553216_at",2.089905912
"1553217_s_at",2.267722704
"1553218_a_at",3.850306954
"1553219_a_at",1.43027651
"1553220_at",2.580883922
"1553221_at",2.1656769
"1553222_at",2.60711381
"1553224_at",1.914682881
"1553225_s_at",2.861006012
"1553226_at",1.633607911
"1553227_s_at",3.273864301
"1553228_at",1.66757546
"1553229_at",2.530738409
"1553232_at",2.851957226
"1553234_at",1.744280413
"1553235_at",2.306982873
"1553237_x_at",1.825811229
"1553238_a_at",3.024205926
"1553239_at",2.915789385
"1553241_at",2.18746185
"1553243_at",2.033231521
"1553244_at",2.348325494
"1553246_a_at",1.764878694
"1553247_a_at",2.537780458
"1553248_at",2.531039681
"1553249_at",1.68610622
"1553252_a_at",2.44408536
"1553253_at",2.463552772
"1553254_at",2.508654214
"1553255_at",2.089633448
"1553257_at",1.868416233
"1553258_at",1.531081534
"1553260_s_at",1.31444175
"1553261_x_at",2.481241076
"1553262_a_at",1.34633547
"1553263_at",2.316559277
"1553264_a_at",2.516220422
"1553265_at",2.175489737
"1553266_at",2.422363139
"1553267_a_at",1.975635926
"1553268_at",1.660924743
"1553269_at",3.403311081
"1553271_at",2.866688308
"1553272_at",2.06276602
"1553274_a_at",4.258922904
"1553275_s_at",1.885917404
"1553276_at",1.270223124
"1553277_at",1.725564019
"1553279_at",2.224463234
"1553280_at",2.708143504
"1553281_at",1.653902091
"1553282_at",1.940511217
"1553284_s_at",2.135451355
"1553285_s_at",1.988184242
"1553286_at",3.789833066
"1553288_a_at",2.983668905
"1553292_s_at",2.913961364
"1553293_at",2.101580166
"1553295_at",1.66595397
"1553296_at",1.43968715
"1553297_a_at",9.445453725
"1553298_at",2.070395743
"1553299_at",2.50128473
"1553300_a_at",2.259254534
"1553301_a_at",2.015781446
"1553303_at",1.600088189
"1553304_at",2.771033234
"1553306_at",2.643695776
"1553310_at",1.735278667
"1553311_at",2.546966695
"1553313_s_at",1.571778678
"1553314_a_at",2.65556723
"1553315_at",2.118267352
"1553316_at",1.675690155
"1553317_s_at",2.11869765
"1553318_at",1.911616496
