"ProbeID","Expression"
"1553269_at",2.627292928
"1553271_at",4.236843424
"1553272_at",6.196226752
"1553274_a_at",4.095414954
"1553275_s_at",2.832390934
"1553276_at",2.573957051
"1553277_at",2.711879824
"1553279_at",6.265043504
"1553280_at",4.404446996
"1553281_at",5.204341245
"1553282_at",4.497303267
"1553284_s_at",4.167375839
"1553285_s_at",2.721719701
"1553286_at",4.362266209
"1553288_a_at",5.909389413
"1553292_s_at",3.117345236
"1553293_at",4.60041936
"1553295_at",2.296695077
"1553296_at",3.353954878
"1553297_a_at",10.08053118
"1553298_at",2.70763292
"1553299_at",2.846429106
"1553300_a_at",3.238744354
"1553301_a_at",2.619110482
"1553303_at",5.620367322
"1553304_at",4.847247813
"1553306_at",4.534305868
"1553310_at",2.891712106
"1553311_at",2.968554996
"1553313_s_at",4.869068962
"1553314_a_at",3.596039452
"1553315_at",2.991517818
"1553316_at",3.747709948
"1553317_s_at",2.84899693
"1553318_at",5.041652272
"1553319_at",4.157996134
"1553320_s_at",2.408621896
"1553321_a_at",3.319176003
"1553322_s_at",3.198721054
"1553323_a_at",3.842371372
"1553325_at",3.779667579
"1553326_at",3.11959437
"1553327_a_at",3.964057282
"1553328_a_at",3.75025365
"1553329_at",2.796364765
"1553330_at",2.68089928
"1553333_at",3.198721054
"1553335_x_at",3.28967272
"1553336_a_at",3.354308532
"1553338_at",4.853153818
"1553340_s_at",5.78996771
"1553341_at",3.345765022
"1553344_at",2.303849592
"1553346_a_at",4.573246929
"1553347_s_at",4.417944356
"1553348_a_at",4.318344012
"1553349_at",5.826776205
"1553350_at",4.26261529
"1553351_at",3.502148965
"1553352_x_at",5.629663508
"1553354_a_at",4.891919804
"1553355_at",4.021335529
"1553356_at",2.796320031
"1553357_at",2.822293404
"1553359_at",6.866842839
"1553361_x_at",6.356181635
"1553362_at",2.375690376
"1553363_at",4.457686601
"1553364_at",4.175996134
"1553365_at",3.007451769
"1553366_s_at",5.862273541
"1553367_a_at",5.259717124
"1553369_at",5.006810202
"1553371_at",3.248833349
"1553372_at",4.514899399
"1553373_at",3.738942535
"1553374_at",2.678052121
"1553375_at",4.111551914
"1553376_a_at",2.507211029
"1553378_a_at",4.261213311
"1553380_at",3.198721054
"1553383_at",2.68612954
"1553385_at",4.895999994
"1553386_at",4.448504509
"1553387_at",5.829251182
"1553388_at",3.408772357
"1553389_at",3.951194456
"1553390_at",3.750619606
"1553391_at",3.310069113
"1553392_at",2.586046384
"1553394_a_at",2.700484069
"1553395_a_at",6.075692035
"1553396_a_at",6.322895885
"1553397_at",7.367165543
"1553398_at",3.079002665
"1553399_a_at",6.741956229
"1553400_a_at",3.320910593
"1553401_at",3.153090734
"1553402_a_at",2.554408779
"1553403_at",4.839196692
"1553405_a_at",3.625085155
"1553407_at",5.250677339
"1553409_at",2.896519126
"1553410_a_at",3.762672324
"1553411_s_at",3.266916676
"1553412_at",4.987257154
"1553413_at",3.97245808
"1553415_at",2.399521915
"1553417_at",3.451859546
"1553418_a_at",4.444188272
"1553420_at",3.141848968
"1553422_s_at",4.851988305
"1553423_a_at",3.197464641
"1553424_at",2.911723076
"1553425_at",4.13818276
"1553426_at",3.556786812
"1553427_at",6.023501968
"1553428_at",3.268747609
"1553429_at",4.679956836
"1553430_a_at",4.608518873
"1553432_s_at",4.391447159
"1553433_at",2.622014724
"1553434_at",3.196737494
"1553435_at",5.37987335
"1553436_at",4.221849873
"1553437_at",4.05542686
"1553438_at",6.363093892
"1553439_at",4.940614471
"1553440_at",2.517248961
"1553441_at",2.170823891
